,Income,Location,Ad Type,Ad Placement,Clicks,Conversion Rate,CTR,Ad Type_Text,Ad Type_Video
793,49763.03,Urban,Text,Website,5,0.1442,0.0561,True,False
794,45182.41,Urban,Video,Social Media,4,0.3125,0.0408,False,True
795,36641.3,Urban,Text,Search Engine,4,0.2539,0.0468,True,False
796,62848.61,Suburban,Video,Search Engine,9,0.252,0.0388,False,True
797,31674.56,Suburban,Native,Social Media,4,0.1715,0.0714,False,False
798,97171.95,Suburban,Banner,Search Engine,3,0.2518,0.0728,False,False
799,74532.98,Suburban,Text,Social Media,9,0.4882,0.0722,True,False
800,52665.0,Urban,Native,Website,5,0.2327,0.0747,False,False
801,52275.75,Rural,Banner,Search Engine,3,0.1305,0.0289,False,False
802,73958.34,Urban,Text,Search Engine,2,0.458,0.0622,True,False
803,56487.94,Urban,Video,Website,2,0.3486,0.053,False,True
804,44975.46,Suburban,Text,Search Engine,4,0.3392,0.0777,True,False
805,52921.71,Rural,Banner,Website,7,0.3313,0.0479,False,False
806,32521.0,Suburban,Video,Social Media,0,0.344,0.0358,False,True
807,41852.26,Suburban,Text,Website,6,0.0141,0.0362,True,False
808,23957.66,Suburban,Text,Search Engine,3,0.2518,0.0573,True,False
809,52426.91,Suburban,Banner,Search Engine,6,0.131,0.0242,False,False
810,56184.07,Suburban,Banner,Website,9,0.0931,0.0283,False,False
811,50668.05,Urban,Video,Social Media,8,0.3369,0.0524,False,True
812,116476.07,Rural,Native,Website,4,0.0986,0.0454,False,False
813,55985.48,Suburban,Banner,Website,0,0.0279,0.0001,False,False
814,55574.45,Suburban,Native,Website,8,0.1924,0.0507,False,False
815,69828.57,Urban,Video,Website,10,0.0666,0.0692,False,True
816,50347.3,Rural,Text,Website,2,0.4403,0.0512,True,False
817,66581.87,Rural,Banner,Search Engine,5,0.3482,0.0801,False,False
818,39572.54,Urban,Text,Search Engine,3,0.0564,0.0643,True,False
819,28972.92,Rural,Banner,Social Media,5,0.185,0.0392,False,False
820,58954.92,Urban,Text,Website,3,0.3804,0.0571,True,False
821,51490.88,Urban,Banner,Social Media,8,0.2441,0.0555,False,False
822,35647.83,Suburban,Banner,Search Engine,3,0.0518,0.0738,False,False
823,62860.83,Suburban,Text,Social Media,6,0.0683,0.0789,True,False
824,51142.75,Rural,Video,Social Media,5,0.0679,0.0851,False,True
825,62593.39,Rural,Banner,Website,6,0.1339,0.0819,False,False
826,76122.4,Suburban,Native,Social Media,5,0.1345,0.0187,False,False
827,32393.33,Suburban,Banner,Website,3,0.1172,0.1066,False,False
828,79403.08,Rural,Text,Search Engine,7,0.1605,0.0658,True,False
829,61065.05,Rural,Native,Website,4,0.1903,0.0525,False,False
830,65271.3,Urban,Text,Search Engine,3,0.0271,0.0497,True,False
831,76920.39,Urban,Native,Website,5,0.247,0.0506,False,False
832,65726.37,Rural,Banner,Search Engine,4,0.0598,0.0516,False,False
833,37704.02,Urban,Banner,Search Engine,6,0.422,0.0382,False,False
834,70698.61,Rural,Text,Search Engine,4,0.1942,0.0481,True,False
835,30407.84,Rural,Video,Social Media,4,0.1766,0.0739,False,True
836,39694.96,Urban,Banner,Search Engine,1,0.0681,0.0759,False,False
837,99110.32,Urban,Banner,Website,6,0.2919,0.039,False,False
838,80102.56,Urban,Text,Social Media,7,0.0715,0.0541,True,False
839,21609.03,Rural,Banner,Social Media,6,0.0612,0.0439,False,False
840,82780.09,Urban,Banner,Social Media,4,0.3052,0.0733,False,False
841,71858.6,Urban,Video,Website,7,0.2946,0.0506,False,True
842,60028.9,Suburban,Banner,Social Media,3,0.1735,0.071,False,False
843,61669.3,Rural,Video,Social Media,5,0.2259,0.0428,False,True
844,31326.76,Urban,Native,Social Media,3,0.4279,0.0283,False,False
845,28911.13,Suburban,Video,Website,6,0.1847,0.065,False,True
846,41018.97,Suburban,Native,Website,6,0.2242,0.042,False,False
847,18985.78,Suburban,Native,Search Engine,4,0.1909,0.0637,False,False
848,57753.71,Urban,Banner,Social Media,3,0.288,0.0579,False,False
849,75219.78,Urban,Video,Search Engine,5,0.4649,0.0341,False,True
850,50475.41,Urban,Native,Search Engine,6,0.1535,0.0386,False,False
851,57021.63,Urban,Video,Website,5,0.0999,0.0375,False,True
852,45450.55,Urban,Video,Website,7,0.2718,0.0108,False,True
853,68899.64,Urban,Native,Social Media,3,0.4309,0.0343,False,False
854,14294.5,Rural,Banner,Website,3,0.123,0.0536,False,False
855,74961.75,Rural,Native,Website,5,0.1447,0.0371,False,False
856,72650.53,Urban,Native,Search Engine,5,0.2486,0.0816,False,False
857,58647.64,Rural,Video,Website,6,0.098,0.0431,False,True
858,37502.0,Urban,Text,Search Engine,6,0.1827,0.0406,True,False
859,62996.04,Urban,Text,Search Engine,6,0.2405,0.0747,True,False
860,46843.87,Rural,Video,Social Media,9,0.1847,0.0386,False,True
861,68925.89,Urban,Native,Search Engine,4,0.0685,0.0781,False,False
862,51052.1,Urban,Banner,Search Engine,7,0.28,0.0588,False,False
863,52250.29,Rural,Banner,Website,6,0.3203,0.0602,False,False
864,63976.57,Suburban,Native,Social Media,8,0.0588,0.0681,False,False
865,40700.5,Rural,Native,Search Engine,6,0.3335,0.0446,False,False
866,28753.2,Suburban,Text,Social Media,8,0.1508,0.0749,True,False
867,42373.34,Urban,Native,Social Media,5,0.0409,0.0386,False,False
868,78673.04,Urban,Text,Social Media,2,0.2645,0.0473,True,False
869,78961.48,Rural,Video,Social Media,8,0.1811,0.0692,False,True
870,57876.72,Urban,Video,Search Engine,3,0.4232,0.05,False,True
871,72948.25,Urban,Banner,Website,5,0.0525,0.0368,False,False
872,65910.01,Urban,Text,Website,5,0.0449,0.0271,True,False
873,76810.52,Urban,Native,Website,5,0.0966,0.0525,False,False
874,82520.04,Urban,Text,Social Media,2,0.1533,0.0802,True,False
875,42334.88,Suburban,Native,Search Engine,6,0.0857,0.0601,False,False
876,34460.51,Urban,Banner,Website,6,0.0623,0.0416,False,False
877,4857.95,Urban,Native,Website,6,0.1739,0.0465,False,False
878,59062.67,Rural,Video,Social Media,3,0.0814,0.0748,False,True
879,41619.39,Urban,Video,Social Media,9,0.1197,0.0602,False,True
880,61940.69,Urban,Text,Social Media,1,0.2774,0.0653,True,False
881,74472.65,Urban,Text,Search Engine,4,0.1078,0.0483,True,False
882,52451.48,Urban,Banner,Search Engine,7,0.0556,0.0471,False,False
883,73936.55,Urban,Native,Search Engine,2,0.1279,0.0392,False,False
884,47290.09,Suburban,Banner,Social Media,8,0.0695,0.0425,False,False
885,51321.38,Rural,Video,Search Engine,6,0.2103,0.0453,False,True
886,25221.39,Urban,Text,Search Engine,6,0.1518,0.0583,True,False
887,62102.96,Urban,Native,Website,4,0.3193,0.0114,False,False
888,48910.05,Urban,Text,Search Engine,8,0.2603,0.0673,True,False
889,47726.27,Rural,Native,Website,5,0.1991,0.0347,False,False
890,50975.1,Rural,Native,Website,3,0.3375,0.0186,False,False
891,55679.68,Rural,Banner,Social Media,5,0.0245,0.0465,False,False
892,50290.69,Urban,Banner,Search Engine,5,0.2821,0.0689,False,False
893,47112.14,Urban,Banner,Social Media,6,0.0628,0.0738,False,False
894,54986.1,Rural,Video,Search Engine,6,0.235,0.0396,False,True
895,6021.79,Urban,Video,Social Media,5,0.1553,0.0611,False,True
896,15153.6,Urban,Banner,Search Engine,3,0.084,0.0568,False,False
897,40014.99,Rural,Video,Social Media,3,0.37,0.0599,False,True
898,56503.6,Suburban,Banner,Website,6,0.3082,0.0624,False,False
899,68160.01,Urban,Video,Website,7,0.2063,0.0799,False,True
900,64404.0,Rural,Banner,Website,8,0.035,0.064,False,False
901,38913.4,Urban,Video,Search Engine,7,0.3134,0.0364,False,True
902,51010.5,Suburban,Native,Social Media,2,0.209,0.0261,False,False
903,43698.07,Rural,Video,Website,8,0.1269,0.0557,False,True
904,58395.73,Suburban,Banner,Social Media,4,0.2386,0.0357,False,False
905,44103.06,Rural,Text,Search Engine,4,0.0976,0.0386,True,False
906,49187.46,Urban,Native,Search Engine,4,0.1722,0.057,False,False
907,39467.42,Suburban,Native,Social Media,7,0.1639,0.0847,False,False
908,16433.22,Urban,Text,Website,7,0.4559,0.0549,True,False
909,65771.56,Rural,Native,Website,2,0.0837,0.0739,False,False
910,51333.23,Suburban,Native,Search Engine,3,0.2059,0.0708,False,False
911,88961.54,Suburban,Native,Social Media,5,0.0675,0.0408,False,False
912,36675.16,Suburban,Text,Website,1,0.258,0.0345,True,False
913,55429.43,Suburban,Text,Website,3,0.1478,0.0559,True,False
914,28754.22,Urban,Native,Search Engine,4,0.3377,0.0563,False,False
915,43511.66,Rural,Native,Search Engine,4,0.0706,0.0546,False,False
916,72170.51,Rural,Native,Social Media,3,0.3722,0.0272,False,False
917,50528.23,Rural,Video,Social Media,4,0.0738,0.0581,False,True
918,49656.22,Suburban,Native,Search Engine,8,0.0904,0.042,False,False
919,41189.88,Rural,Video,Search Engine,5,0.1001,0.0473,False,True
920,54480.18,Urban,Banner,Social Media,5,0.0485,0.0966,False,False
921,31692.69,Suburban,Text,Search Engine,10,0.165,0.0346,True,False
922,32495.41,Suburban,Text,Website,6,0.1696,0.0704,True,False
923,56137.09,Suburban,Native,Social Media,6,0.1145,0.0419,False,False
924,71584.98,Suburban,Video,Website,5,0.5728,0.0689,False,True
925,30216.37,Suburban,Text,Search Engine,6,0.2522,0.0464,True,False
926,36937.19,Urban,Native,Website,7,0.0216,0.067,False,False
927,59954.61,Rural,Text,Website,4,0.0579,0.0568,True,False
928,45455.17,Rural,Video,Search Engine,5,0.2806,0.0748,False,True
929,33945.73,Rural,Native,Website,1,0.0838,0.0228,False,False
930,66961.75,Rural,Banner,Social Media,6,0.2542,0.0749,False,False
931,46124.44,Urban,Banner,Social Media,3,0.1381,0.0364,False,False
932,52183.71,Urban,Video,Social Media,7,0.2362,0.062,False,True
933,27205.31,Rural,Video,Social Media,4,0.3242,0.059,False,True
934,17524.03,Suburban,Native,Social Media,4,0.0599,0.0659,False,False
935,58620.19,Urban,Banner,Search Engine,5,0.1743,0.0418,False,False
936,59164.2,Suburban,Native,Search Engine,7,0.2172,0.0907,False,False
937,52193.0,Rural,Banner,Social Media,5,0.0882,0.0776,False,False
938,45900.35,Rural,Banner,Website,3,0.1384,0.036,False,False
939,47785.4,Urban,Native,Social Media,10,0.1328,0.0839,False,False
940,50111.91,Urban,Banner,Website,4,0.1149,0.0738,False,False
941,84942.0,Rural,Native,Website,1,0.4077,0.0529,False,False
942,61256.72,Suburban,Video,Search Engine,4,0.2282,0.0031,False,True
943,53158.97,Suburban,Text,Search Engine,3,0.2304,0.0525,True,False
944,37816.04,Suburban,Native,Website,5,0.1749,0.0383,False,False
945,37927.03,Urban,Text,Social Media,3,0.2012,0.0236,True,False
946,73728.87,Rural,Text,Website,5,0.3331,0.083,True,False
947,45526.22,Rural,Text,Social Media,4,0.3459,0.0451,True,False
948,44521.45,Suburban,Video,Website,6,0.3314,0.0371,False,True
949,39555.95,Rural,Banner,Social Media,10,0.199,0.0303,False,False
950,61761.69,Rural,Text,Search Engine,3,0.243,0.0515,True,False
951,48829.65,Urban,Banner,Social Media,3,0.3119,0.0486,False,False
952,31357.91,Urban,Native,Social Media,4,0.2264,0.0519,False,False
953,11067.93,Rural,Banner,Website,3,0.0806,0.0294,False,False
954,44521.79,Rural,Video,Search Engine,6,0.13,0.0525,False,True
955,47341.58,Rural,Banner,Search Engine,4,0.2982,0.0576,False,False
956,51425.82,Rural,Native,Social Media,6,0.2718,0.0682,False,False
957,69396.9,Rural,Banner,Social Media,7,0.2937,0.0602,False,False
958,14660.07,Urban,Text,Search Engine,8,0.3714,0.051,True,False
959,41602.17,Rural,Native,Social Media,4,0.2408,0.0782,False,False
960,63950.88,Urban,Video,Social Media,12,0.0971,0.0434,False,True
961,43221.37,Suburban,Banner,Search Engine,7,0.1532,0.048,False,False
962,35892.92,Suburban,Banner,Website,10,0.2997,0.0487,False,False
963,56469.35,Suburban,Banner,Website,6,0.1749,0.0599,False,False
964,42653.93,Urban,Text,Social Media,4,0.3027,0.0486,True,False
965,67902.81,Rural,Native,Website,6,0.0833,0.0503,False,False
966,25602.34,Urban,Video,Search Engine,7,0.2009,0.0444,False,True
967,48662.55,Suburban,Video,Social Media,6,0.0502,0.0533,False,True
968,61779.17,Suburban,Native,Social Media,4,0.3378,0.0412,False,False
969,46115.67,Urban,Video,Search Engine,3,0.1771,0.0836,False,True
970,46559.04,Suburban,Banner,Search Engine,5,0.2848,0.0686,False,False
971,22874.99,Urban,Text,Website,4,0.1421,0.0489,True,False
972,30653.22,Suburban,Native,Website,10,0.122,0.0548,False,False
973,54148.97,Urban,Banner,Social Media,3,0.1561,0.0383,False,False
974,45535.05,Rural,Native,Search Engine,5,0.2853,0.055,False,False
975,57998.01,Suburban,Banner,Search Engine,5,0.0726,0.08,False,False
976,53014.01,Urban,Video,Social Media,7,0.163,0.0844,False,True
977,49722.14,Rural,Text,Website,5,0.1184,0.0479,True,False
978,41850.19,Suburban,Text,Website,4,0.1367,0.0312,True,False
979,71164.59,Suburban,Text,Social Media,7,0.4441,0.0447,True,False
980,39205.02,Urban,Text,Website,5,0.1743,0.0383,True,False
981,63848.99,Suburban,Banner,Search Engine,3,0.3306,0.0576,False,False
982,41425.06,Rural,Video,Search Engine,4,0.2281,0.0416,False,True
983,54571.21,Suburban,Video,Social Media,10,0.039,0.0648,False,True
984,55569.9,Suburban,Native,Search Engine,4,0.2621,0.0458,False,False
985,13847.19,Suburban,Text,Social Media,2,0.058,0.0839,True,False
986,48599.01,Suburban,Banner,Search Engine,5,0.001,0.0243,False,False
987,32457.36,Suburban,Native,Social Media,4,0.0042,0.0725,False,False
988,48370.91,Rural,Banner,Website,9,0.1702,0.0495,False,False
989,60195.99,Urban,Video,Search Engine,4,0.3113,0.0552,False,True
990,61765.95,Urban,Native,Social Media,7,0.1032,0.0437,False,False
991,63594.64,Rural,Banner,Website,9,0.2982,0.0498,False,False
992,33819.13,Urban,Text,Search Engine,3,0.1194,0.0702,True,False
993,81249.53,Urban,Banner,Website,3,0.1993,0.0,False,False
994,74492.09,Suburban,Banner,Social Media,6,0.2588,0.0893,False,False
995,28451.92,Urban,Video,Social Media,2,0.1181,0.0566,False,True
996,47252.46,Rural,Video,Search Engine,1,0.1399,0.0768,False,True
997,75932.53,Suburban,Native,Social Media,9,0.0013,0.0374,False,False
998,45006.32,Suburban,Banner,Search Engine,4,0.407,0.0499,False,False
999,49196.85,Rural,Banner,Website,5,0.1912,0.0362,False,False
1000,31662.96,Urban,Video,Website,3,0.4995,0.0327,False,True
1001,32600.93,Suburban,Text,Social Media,2,0.6433,0.0245,True,False
1002,52357.08,Rural,Text,Social Media,5,0.2344,0.0565,True,False
1003,34931.87,Suburban,Video,Social Media,4,0.2677,0.0347,False,True
1004,91237.21,Rural,Text,Social Media,4,0.2803,0.0403,True,False
1005,44411.0,Suburban,Video,Social Media,2,0.0679,0.0596,False,True
1006,66574.29,Rural,Text,Social Media,5,0.572,0.0703,True,False
1007,55399.93,Rural,Native,Social Media,6,0.164,0.0548,False,False
1008,67359.72,Suburban,Banner,Social Media,3,0.1713,0.0579,False,False
1009,48214.76,Urban,Native,Website,5,0.1763,0.0425,False,False
1010,22436.26,Rural,Text,Social Media,4,0.0851,0.0576,True,False
1011,29923.77,Suburban,Banner,Search Engine,3,0.1282,0.039,False,False
1012,70431.8,Rural,Native,Social Media,2,0.2492,0.0405,False,False
1013,70660.62,Rural,Text,Social Media,3,0.1218,0.0508,True,False
1014,37904.73,Suburban,Video,Website,7,0.0176,0.0326,False,True
1015,40496.63,Rural,Video,Website,3,0.4517,0.0335,False,True
1016,47824.32,Suburban,Native,Website,3,0.1799,0.0906,False,False
1017,67215.7,Urban,Native,Search Engine,6,0.1578,0.0593,False,False
1018,18699.76,Urban,Text,Search Engine,4,0.2646,0.0372,True,False
1019,33472.28,Rural,Banner,Search Engine,5,0.5534,0.0604,False,False
1020,25210.01,Urban,Video,Search Engine,4,0.2024,0.0461,False,True
1021,59508.6,Suburban,Text,Social Media,1,0.2541,0.0473,True,False
1022,70344.48,Suburban,Text,Website,3,0.2153,0.0682,True,False
1023,43328.88,Urban,Native,Social Media,7,0.1718,0.0654,False,False
1024,58837.32,Suburban,Text,Search Engine,2,0.0806,0.0771,True,False
1025,31117.53,Urban,Banner,Social Media,5,0.3824,0.0507,False,False
1026,62443.0,Urban,Banner,Search Engine,3,0.0683,0.0413,False,False
1027,57787.81,Rural,Text,Social Media,5,0.1894,0.0596,True,False
1028,33392.01,Rural,Video,Search Engine,6,0.2773,0.0448,False,True
1029,58873.64,Suburban,Banner,Search Engine,1,0.2099,0.0379,False,False
1030,59250.19,Rural,Banner,Social Media,3,0.3522,0.0554,False,False
1031,54130.68,Urban,Native,Website,7,0.2292,0.0596,False,False
1032,62414.63,Suburban,Banner,Website,8,0.0257,0.0736,False,False
1033,77419.9,Urban,Banner,Website,3,0.1149,0.0388,False,False
1034,26771.52,Suburban,Native,Social Media,3,0.1376,0.0213,False,False
1035,55452.67,Urban,Video,Website,8,0.1952,0.0716,False,True
1036,62176.83,Suburban,Banner,Social Media,4,0.1123,0.0459,False,False
1037,58414.13,Urban,Video,Search Engine,6,0.4568,0.0653,False,True
1038,89099.82,Rural,Banner,Search Engine,5,0.0394,0.0792,False,False
1039,57274.28,Rural,Text,Search Engine,5,0.0329,0.0415,True,False
1040,42370.25,Urban,Text,Search Engine,4,0.0771,0.0139,True,False
1041,29921.12,Rural,Video,Search Engine,9,0.3786,0.0446,False,True
1042,51548.86,Suburban,Text,Search Engine,4,0.1319,0.0,True,False
1043,51906.07,Urban,Native,Website,5,0.0955,0.0416,False,False
1044,41181.34,Rural,Text,Website,0,0.1374,0.061,True,False
1045,68535.98,Suburban,Text,Search Engine,6,0.3494,0.0177,True,False
1046,11132.69,Urban,Banner,Search Engine,8,0.218,0.0626,False,False
1047,29358.79,Urban,Banner,Social Media,9,0.3332,0.0488,False,False
1048,73645.56,Urban,Text,Website,6,0.4598,0.0183,True,False
1049,75875.73,Rural,Video,Search Engine,7,0.2035,0.0554,False,True
1050,39407.01,Suburban,Text,Social Media,10,0.2125,0.0688,True,False
1051,78965.93,Rural,Native,Social Media,3,0.1262,0.0688,False,False
1052,48060.91,Urban,Text,Social Media,4,0.1784,0.0779,True,False
1053,28197.36,Urban,Native,Website,3,0.1456,0.0466,False,False
1054,36704.26,Rural,Banner,Website,6,0.1732,0.0345,False,False
1055,8114.71,Suburban,Banner,Website,7,0.3113,0.0283,False,False
1056,36903.93,Urban,Text,Website,3,0.2895,0.0525,True,False
1057,61192.63,Urban,Native,Social Media,7,0.1351,0.0547,False,False
1058,83245.85,Urban,Banner,Website,6,0.1039,0.0643,False,False
1059,51877.02,Suburban,Banner,Search Engine,2,0.2416,0.0458,False,False
1060,66662.24,Rural,Video,Search Engine,12,0.1818,0.0393,False,True
1061,76120.4,Suburban,Video,Search Engine,10,0.1633,0.0332,False,True
1062,69898.95,Urban,Video,Website,3,0.2098,0.0481,False,True
1063,39875.19,Rural,Banner,Website,5,0.3881,0.0434,False,False
1064,70068.56,Urban,Banner,Website,3,0.1856,0.0666,False,False
1065,52067.35,Urban,Text,Social Media,1,0.2268,0.0768,True,False
1066,20748.35,Urban,Native,Social Media,2,0.3207,0.076,False,False
1067,62246.01,Urban,Banner,Social Media,3,0.0979,0.0575,False,False
1068,52597.72,Rural,Video,Social Media,3,0.0961,0.033,False,True
1069,32268.13,Rural,Banner,Search Engine,4,0.3997,0.0541,False,False
1070,40233.98,Rural,Native,Website,3,0.2908,0.0764,False,False
1071,44072.14,Urban,Text,Social Media,2,0.1684,0.0508,True,False
1072,66998.62,Rural,Banner,Website,4,0.2054,0.0362,False,False
1073,65638.83,Urban,Text,Website,8,0.0972,0.062,True,False
1074,59850.93,Urban,Video,Social Media,4,0.0528,0.0584,False,True
1075,27670.51,Suburban,Text,Website,6,0.1148,0.0307,True,False
1076,34692.95,Rural,Video,Website,6,0.034,0.0569,False,True
1077,43974.68,Urban,Banner,Website,9,0.1489,0.0526,False,False
1078,55526.38,Rural,Text,Social Media,5,0.1338,0.0508,True,False
1079,44100.91,Suburban,Text,Search Engine,3,0.2839,0.0533,True,False
1080,44782.53,Urban,Native,Search Engine,6,0.2128,0.0696,False,False
1081,56665.33,Suburban,Banner,Search Engine,7,0.1869,0.0854,False,False
1082,49135.82,Urban,Video,Search Engine,2,0.168,0.0518,False,True
1083,83571.46,Urban,Banner,Website,8,0.1131,0.0561,False,False
1084,66988.41,Suburban,Banner,Social Media,4,0.0839,0.049,False,False
1085,51662.0,Suburban,Video,Website,6,0.0631,0.0288,False,True
1086,42285.62,Urban,Banner,Search Engine,5,0.2454,0.0328,False,False
1087,26279.84,Suburban,Banner,Social Media,8,0.1969,0.0544,False,False
1088,32134.64,Suburban,Video,Search Engine,5,0.1028,0.0853,False,True
1089,41106.76,Rural,Banner,Search Engine,3,0.1005,0.0616,False,False
1090,58226.94,Rural,Native,Search Engine,4,0.35,0.0741,False,False
1091,43766.94,Rural,Video,Search Engine,3,0.2927,0.044,False,True
1092,22011.13,Suburban,Banner,Social Media,3,0.4126,0.0259,False,False
1093,45606.89,Suburban,Text,Social Media,2,0.5121,0.0225,True,False
1094,108152.71,Rural,Banner,Social Media,5,0.3518,0.0573,False,False
1095,106223.83,Rural,Text,Website,5,0.4744,0.0451,True,False
1096,55001.61,Rural,Text,Search Engine,4,0.1048,0.0303,True,False
1097,38286.02,Rural,Text,Website,4,0.219,0.0378,True,False
1098,47874.82,Urban,Native,Website,8,0.0272,0.1021,False,False
1099,65185.53,Urban,Banner,Search Engine,3,0.0905,0.0653,False,False
1100,65313.43,Suburban,Text,Social Media,9,0.1069,0.0833,True,False
1101,33319.35,Suburban,Text,Search Engine,4,0.1616,0.0401,True,False
1102,30744.28,Suburban,Native,Social Media,5,0.0996,0.042,False,False
1103,49525.4,Urban,Video,Search Engine,1,0.4462,0.0487,False,True
1104,50701.91,Urban,Text,Website,4,0.1554,0.0801,True,False
1105,21524.2,Suburban,Text,Search Engine,2,0.0907,0.0503,True,False
1106,17496.03,Suburban,Native,Search Engine,5,0.3226,0.038,False,False
1107,30531.08,Urban,Text,Social Media,6,0.467,0.0417,True,False
1108,41511.76,Suburban,Native,Website,3,0.0607,0.0674,False,False
1109,81296.91,Suburban,Native,Social Media,7,0.1858,0.0316,False,False
1110,12585.18,Rural,Video,Search Engine,6,0.2859,0.0551,False,True
1111,63166.11,Urban,Banner,Social Media,5,0.0529,0.0436,False,False
1112,53641.36,Rural,Text,Search Engine,6,0.2848,0.0539,True,False
1113,15281.69,Urban,Video,Website,4,0.319,0.0261,False,True
1114,69189.01,Suburban,Video,Website,6,0.0649,0.0375,False,True
1115,87250.81,Suburban,Text,Social Media,3,0.245,0.0435,True,False
1116,39842.99,Rural,Video,Website,6,0.2343,0.0686,False,True
1117,23450.87,Suburban,Text,Search Engine,4,0.1429,0.0214,True,False
1118,68892.29,Suburban,Video,Social Media,2,0.1317,0.0407,False,True
1119,70719.32,Urban,Video,Search Engine,3,0.1837,0.0955,False,True
1120,34986.16,Urban,Text,Website,4,0.2819,0.0136,True,False
1121,41703.5,Rural,Banner,Website,6,0.2737,0.0463,False,False
1122,53696.38,Urban,Video,Search Engine,4,0.0883,0.0601,False,True
1123,27090.98,Rural,Text,Search Engine,3,0.1268,0.0778,True,False
1124,52438.44,Urban,Banner,Website,4,0.4106,0.0309,False,False
1125,47695.2,Urban,Banner,Website,8,0.119,0.013,False,False
1126,53521.66,Suburban,Video,Website,2,0.0731,0.0701,False,True
1127,43848.51,Urban,Native,Website,3,0.148,0.0506,False,False
1128,19448.84,Urban,Banner,Website,2,0.0942,0.0655,False,False
1129,48414.53,Suburban,Video,Social Media,4,0.0108,0.0807,False,True
1130,46765.18,Urban,Text,Website,7,0.0517,0.0186,True,False
1131,30824.93,Suburban,Native,Website,4,0.1188,0.0695,False,False
1132,50799.58,Suburban,Text,Social Media,7,0.0347,0.0376,True,False
1133,65671.69,Suburban,Video,Search Engine,7,0.3362,0.0459,False,True
1134,73977.49,Rural,Banner,Search Engine,6,0.0671,0.0597,False,False
1135,53630.3,Rural,Native,Search Engine,8,0.2847,0.0668,False,False
1136,67845.46,Rural,Text,Search Engine,5,0.2896,0.039,True,False
1137,39317.19,Urban,Banner,Social Media,5,0.0726,0.0582,False,False
1138,56222.88,Suburban,Native,Website,4,0.1673,0.0447,False,False
1139,25967.29,Rural,Video,Search Engine,3,0.2878,0.0362,False,True
1140,63000.67,Urban,Native,Search Engine,5,0.4078,0.0515,False,False
1141,30405.48,Rural,Text,Website,6,0.0513,0.0497,True,False
1142,45441.75,Suburban,Text,Social Media,6,0.1019,0.0353,True,False
1143,82337.23,Urban,Video,Website,7,0.3911,0.0627,False,True
1144,23293.1,Rural,Video,Social Media,5,0.0731,0.0364,False,True
1145,73751.12,Rural,Native,Social Media,4,0.229,0.0718,False,False
1146,92224.64,Urban,Text,Website,5,0.1919,0.0603,True,False
1147,56359.74,Urban,Video,Search Engine,4,0.3642,0.0278,False,True
1148,62043.06,Rural,Video,Website,9,0.3123,0.0579,False,True
1149,59633.51,Suburban,Banner,Social Media,5,0.1248,0.0641,False,False
1150,97153.38,Rural,Video,Website,5,0.3375,0.0439,False,True
1151,75473.12,Urban,Text,Social Media,6,0.0836,0.0613,True,False
1152,90835.22,Urban,Banner,Website,1,0.2942,0.0613,False,False
1153,60555.06,Suburban,Native,Website,6,0.2497,0.0643,False,False
1154,21018.08,Suburban,Native,Website,7,0.2894,0.0553,False,False
1155,46348.84,Urban,Video,Search Engine,6,0.1984,0.0838,False,True
1156,47435.27,Urban,Native,Social Media,4,0.1686,0.0699,False,False
1157,23010.65,Urban,Native,Search Engine,6,0.1935,0.0499,False,False
1158,57441.23,Urban,Text,Website,7,0.2012,0.0683,True,False
1159,50342.23,Urban,Banner,Search Engine,3,0.3059,0.0607,False,False
1160,35660.8,Rural,Banner,Search Engine,4,0.0926,0.048,False,False
1161,9678.25,Suburban,Text,Social Media,7,0.0767,0.06,True,False
1162,71775.18,Rural,Banner,Search Engine,12,0.0731,0.0535,False,False
1163,55292.5,Urban,Video,Website,4,0.1048,0.0589,False,True
1164,44850.13,Urban,Native,Search Engine,4,0.0363,0.0166,False,False
1165,57483.7,Suburban,Text,Search Engine,5,0.0782,0.0411,True,False
1166,65905.82,Rural,Video,Search Engine,6,0.4471,0.0509,False,True
1167,58705.0,Urban,Native,Search Engine,4,0.2984,0.0423,False,False
1168,42149.89,Suburban,Native,Website,4,0.2833,0.0751,False,False
1169,63224.63,Suburban,Native,Search Engine,6,0.068,0.0308,False,False
1170,44541.74,Suburban,Video,Social Media,2,0.4184,0.0317,False,True
1171,60420.04,Suburban,Text,Website,7,0.3306,0.0504,True,False
1172,44930.9,Rural,Text,Social Media,3,0.2222,0.0353,True,False
1173,36230.86,Urban,Banner,Website,7,0.5495,0.0447,False,False
1174,43836.57,Suburban,Text,Website,6,0.4092,0.0322,True,False
1175,40876.08,Rural,Banner,Social Media,1,0.1027,0.0614,False,False
1176,90302.8,Urban,Video,Social Media,4,0.3224,0.0849,False,True
1177,58706.91,Urban,Native,Search Engine,8,0.0502,0.0804,False,False
1178,35028.08,Urban,Banner,Website,5,0.2364,0.0778,False,False
1179,11471.8,Urban,Text,Website,5,0.0965,0.0324,True,False
1180,57592.08,Rural,Banner,Website,5,0.1333,0.0706,False,False
1181,49693.99,Urban,Banner,Search Engine,2,0.4979,0.0393,False,False
1182,50554.23,Urban,Native,Social Media,5,0.1958,0.0383,False,False
1183,92080.19,Urban,Text,Website,4,0.1715,0.0496,True,False
1184,74972.71,Urban,Video,Social Media,5,0.3469,0.0655,False,True
