,Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
4536,50,Male,55566.11,Urban,Video,Travel,Search Engine,6,2023-07-04 20:45:56.912442,0.0381,0.0451
4537,30,Female,4820.73,Urban,Video,Travel,Website,4,2023-11-13 20:45:56.912442,0.1205,0.074
4538,55,Female,80055.37,Urban,Native,Health,Search Engine,6,2024-04-19 20:45:56.912442,0.3082,0.0076
4539,35,Other,36416.86,Suburban,Native,Technology,Social Media,4,2024-01-01 20:45:56.912442,0.4062,0.0774
4540,65,Male,65893.5,Urban,Text,Finance,Social Media,6,2024-04-02 20:45:56.912442,0.4107,0.0182
4541,36,Female,61188.57,Suburban,Video,Travel,Social Media,3,2023-12-25 20:45:56.912442,0.2226,0.0508
4542,33,Male,41690.58,Rural,Native,Finance,Website,5,2024-02-05 20:45:56.912442,0.5312,0.0444
4543,36,Other,51736.75,Rural,Banner,Technology,Website,3,2023-11-07 20:45:56.912442,0.1956,0.0712
4544,40,Female,26536.21,Suburban,Text,Health,Search Engine,1,2024-04-19 20:45:56.912442,0.2007,0.0389
4545,58,Female,28068.98,Suburban,Text,Technology,Search Engine,9,2023-05-30 20:45:56.912442,0.0367,0.0554
4546,39,Female,59335.51,Suburban,Text,Food,Website,2,2023-12-06 20:45:56.912442,0.3632,0.0522
4547,33,Male,56959.09,Suburban,Video,Health,Search Engine,8,2024-02-13 20:45:56.912442,0.0514,0.0553
4548,27,Male,61834.45,Rural,Native,Finance,Website,7,2023-06-13 20:45:56.912442,0.0935,0.0391
4549,46,Male,47582.84,Urban,Banner,Health,Social Media,3,2023-08-31 20:45:56.912442,0.1628,0.0391
4550,26,Male,10208.25,Urban,Text,Fashion,Website,2,2024-02-05 20:45:56.912442,0.0994,0.0576
4552,20,Male,51655.57,Rural,Text,Fashion,Social Media,4,2024-04-15 20:45:56.912442,0.0807,0.0509
4553,28,Other,19023.12,Rural,Banner,Travel,Social Media,5,2024-04-17 20:45:56.912442,0.4736,0.0332
4554,33,Male,59925.52,Rural,Native,Travel,Search Engine,3,2023-06-27 20:45:56.912442,0.2567,0.0118
4555,50,Other,63927.34,Rural,Native,Travel,Website,6,2023-07-15 20:45:56.912442,0.0524,0.0613
4556,26,Female,37774.8,Suburban,Native,Finance,Search Engine,5,2023-09-27 20:45:56.912442,0.0609,0.0373
4557,52,Female,10845.29,Rural,Video,Finance,Website,5,2023-11-24 20:45:56.912442,0.3152,0.0591
4559,74,Female,65075.64,Urban,Text,Food,Search Engine,3,2023-09-23 20:45:56.912442,0.4307,0.0106
4561,37,Female,49495.3,Rural,Video,Food,Search Engine,5,2023-10-15 20:45:56.912442,0.2249,0.0536
4562,31,Male,19734.32,Suburban,Video,Travel,Social Media,2,2023-08-25 20:45:56.912442,0.1141,0.0806
4563,23,Male,74435.37,Suburban,Banner,Finance,Search Engine,2,2023-08-28 20:45:56.912442,0.3349,0.0774
4564,45,Female,34618.05,Rural,Banner,Finance,Search Engine,4,2023-09-30 20:45:56.912442,0.1005,0.0166
4565,50,Male,45738.97,Suburban,Video,Finance,Social Media,7,2023-07-29 20:45:56.912442,0.0285,0.0719
4566,32,Male,25553.65,Suburban,Text,Fashion,Social Media,3,2023-10-18 20:45:56.912442,0.2268,0.0735
4567,53,Female,39257.6,Rural,Video,Fashion,Website,7,2023-06-13 20:45:56.912442,0.1292,0.0432
4568,35,Male,29450.65,Suburban,Video,Finance,Social Media,3,2024-04-19 20:45:56.912442,0.2202,0.0241
4569,19,Male,73505.92,Rural,Video,Technology,Social Media,11,2023-10-18 20:45:56.912442,0.266,0.0419
4570,33,Other,51174.1,Urban,Banner,Technology,Search Engine,6,2023-11-17 20:45:56.912442,0.2866,0.0297
4571,27,Female,25249.54,Suburban,Banner,Travel,Website,5,2023-05-27 20:45:56.912442,0.0976,0.0402
4572,41,Male,59598.29,Suburban,Text,Fashion,Website,6,2024-02-27 20:45:56.912442,0.0748,0.054
4573,29,Male,33023.14,Rural,Native,Technology,Search Engine,2,2023-12-21 20:45:56.912442,0.139,0.0778
4574,33,Female,37913.23,Suburban,Native,Health,Search Engine,6,2023-08-17 20:45:56.912442,0.1331,0.0536
4575,18,Female,72607.5,Rural,Video,Fashion,Website,6,2023-08-12 20:45:56.912442,0.0933,0.0559
4576,51,Female,43532.02,Suburban,Text,Fashion,Social Media,5,2023-07-19 20:45:56.912442,0.0469,0.0668
4577,29,Male,36703.83,Rural,Text,Finance,Search Engine,8,2023-08-26 20:45:56.912442,0.131,0.0383
4578,18,Female,69079.79,Suburban,Native,Technology,Website,2,2024-01-15 20:45:56.912442,0.2015,0.0896
4579,74,Male,43134.36,Rural,Text,Travel,Social Media,5,2023-08-12 20:45:56.912442,0.1381,0.0681
4581,42,Male,75856.18,Suburban,Native,Travel,Website,2,2023-06-28 20:45:56.912442,0.1002,0.0414
4583,39,Female,43265.34,Suburban,Video,Finance,Website,3,2024-01-17 20:45:56.912442,0.2268,0.0335
4584,37,Male,52440.94,Rural,Video,Fashion,Social Media,3,2023-07-12 20:45:56.912442,0.4778,0.0621
4585,31,Male,18934.41,Rural,Video,Food,Website,5,2023-07-31 20:45:56.912442,0.0813,0.0423
4587,22,Male,29317.67,Suburban,Native,Food,Website,5,2023-11-06 20:45:56.912442,0.1279,0.0823
4588,22,Female,55998.0,Rural,Text,Fashion,Website,6,2024-03-11 20:45:56.912442,0.2923,0.047
4590,20,Male,59923.84,Rural,Video,Fashion,Social Media,7,2023-06-26 20:45:56.912442,0.2622,0.0257
4591,56,Male,36630.62,Rural,Native,Technology,Website,5,2023-10-23 20:45:56.912442,0.0958,0.0525
4592,40,Male,19981.22,Rural,Native,Technology,Website,5,2023-07-12 20:45:56.912442,0.4173,0.0334
4593,54,Female,74636.71,Suburban,Text,Finance,Website,7,2023-06-21 20:45:56.912442,0.1781,0.0435
4594,20,Female,57286.59,Rural,Native,Health,Social Media,2,2024-03-19 20:45:56.912442,0.3141,0.0529
4595,28,Other,59116.11,Rural,Text,Finance,Social Media,7,2023-10-03 20:45:56.912442,0.1577,0.0
4598,30,Male,27465.49,Rural,Native,Health,Social Media,4,2023-12-26 20:45:56.912442,0.2715,0.0563
4599,28,Female,55302.32,Suburban,Video,Food,Social Media,4,2023-07-20 20:45:56.912442,0.1027,0.0172
4600,61,Other,42345.18,Suburban,Banner,Fashion,Search Engine,7,2024-01-31 20:45:56.912442,0.329,0.048
4601,36,Female,33826.82,Suburban,Text,Food,Search Engine,3,2023-08-24 20:45:56.912442,0.066,0.0664
4602,31,Other,50923.99,Rural,Text,Fashion,Website,7,2023-10-02 20:45:56.912442,0.2289,0.0421
4603,41,Male,78247.87,Urban,Video,Travel,Search Engine,1,2023-09-17 20:45:56.912442,0.2451,0.0813
4604,35,Other,53031.71,Urban,Banner,Food,Social Media,4,2023-07-22 20:45:56.912442,0.0719,0.0294
4605,18,Female,81144.15,Rural,Video,Finance,Social Media,6,2023-05-13 20:45:56.912442,0.1425,0.0434
4606,25,Male,76481.99,Suburban,Banner,Travel,Search Engine,8,2023-07-28 20:45:56.912442,0.2024,0.0598
4607,55,Male,19255.31,Rural,Video,Food,Social Media,3,2023-06-16 20:45:56.912442,0.3309,0.039
4608,54,Male,44702.85,Urban,Banner,Finance,Search Engine,3,2024-02-16 20:45:56.912442,0.144,0.0385
4609,38,Male,18278.02,Suburban,Banner,Finance,Social Media,4,2023-10-28 20:45:56.912442,0.2233,0.0163
4610,50,Male,50639.59,Suburban,Banner,Food,Search Engine,4,2024-01-10 20:45:56.912442,0.4144,0.0516
4611,59,Female,31649.06,Suburban,Native,Health,Social Media,5,2024-04-01 20:45:56.912442,0.0707,0.0931
4612,28,Male,33506.68,Rural,Native,Health,Website,7,2024-03-01 20:45:56.912442,0.2876,0.0419
4613,37,Male,45032.69,Rural,Banner,Health,Search Engine,10,2024-03-12 20:45:56.912442,0.0993,0.0415
4614,38,Male,52510.79,Rural,Native,Health,Social Media,5,2023-05-24 20:45:56.912442,0.285,0.0581
4615,22,Other,38284.93,Suburban,Native,Health,Website,3,2024-01-21 20:45:56.912442,0.4048,0.0056
4616,41,Male,10114.47,Rural,Native,Finance,Website,9,2024-04-17 20:45:56.912442,0.3733,0.0489
4618,36,Female,14795.95,Urban,Video,Health,Search Engine,8,2023-06-08 20:45:56.912442,0.1465,0.0804
4619,30,Male,56647.47,Rural,Text,Health,Website,3,2024-02-10 20:45:56.912442,0.0641,0.0663
4620,41,Other,21529.15,Rural,Native,Food,Social Media,5,2023-11-10 20:45:56.912442,0.2605,0.0352
4622,27,Female,37103.17,Urban,Video,Food,Social Media,4,2023-10-28 20:45:56.912442,0.0429,0.0413
4623,63,Female,73565.52,Urban,Video,Health,Social Media,3,2023-08-24 20:45:56.912442,0.0645,0.0313
4624,32,Male,33922.89,Urban,Native,Technology,Website,4,2023-12-20 20:45:56.912442,0.3211,0.0499
4625,36,Female,61644.3,Suburban,Video,Finance,Social Media,7,2023-10-24 20:45:56.912442,0.4132,0.0389
4626,24,Other,21292.43,Suburban,Banner,Health,Social Media,6,2024-01-04 20:45:56.912442,0.2515,0.0623
4627,35,Male,52340.27,Rural,Native,Fashion,Search Engine,4,2024-03-18 20:45:56.912442,0.2941,0.0596
4628,40,Female,33621.28,Urban,Banner,Food,Website,5,2023-09-30 20:45:56.912442,0.2245,0.079
4629,27,Female,25066.91,Urban,Native,Technology,Website,7,2023-04-28 20:45:56.912442,0.0646,0.0309
4630,31,Female,62939.33,Urban,Banner,Food,Social Media,5,2023-04-24 20:45:56.912442,0.1448,0.0546
4631,32,Female,69499.84,Rural,Video,Health,Search Engine,5,2024-01-14 20:45:56.912442,0.2508,0.06
4632,39,Male,74488.06,Urban,Banner,Fashion,Social Media,8,2024-04-09 20:45:56.912442,0.15,0.0764
4633,51,Male,44558.56,Rural,Native,Travel,Search Engine,6,2024-01-28 20:45:56.912442,0.19,0.0654
4634,24,Male,48168.83,Urban,Text,Health,Website,6,2023-08-27 20:45:56.912442,0.0145,0.0549
4635,47,Male,37721.11,Rural,Native,Finance,Website,7,2024-03-06 20:45:56.912442,0.2649,0.0308
4636,47,Female,104715.92,Urban,Text,Technology,Social Media,2,2023-08-11 20:45:56.912442,0.2391,0.0554
4637,38,Male,62643.32,Suburban,Banner,Health,Social Media,6,2023-11-24 20:45:56.912442,0.0434,0.0387
4638,51,Male,41063.12,Rural,Text,Travel,Search Engine,5,2024-03-11 20:45:56.912442,0.138,0.0225
4639,36,Female,51341.37,Suburban,Video,Travel,Social Media,7,2023-05-14 20:45:56.912442,0.2226,0.0852
4640,36,Male,49694.7,Suburban,Video,Finance,Social Media,9,2023-08-23 20:45:56.912442,0.2627,0.0137
4641,32,Female,78002.11,Urban,Native,Technology,Social Media,9,2023-05-23 20:45:56.912442,0.2674,0.0379
4642,30,Other,66328.37,Urban,Banner,Food,Social Media,2,2023-10-06 20:45:56.912442,0.2013,0.0554
4643,31,Female,55861.47,Rural,Text,Food,Social Media,5,2024-03-17 20:45:56.912442,0.4938,0.0403
4645,44,Female,31615.66,Rural,Banner,Technology,Website,4,2023-12-08 20:45:56.912442,0.0653,0.0801
4646,30,Female,47508.44,Urban,Text,Health,Website,6,2024-02-05 20:45:56.912442,0.1598,0.0382
4648,49,Female,443.92,Rural,Native,Travel,Search Engine,10,2023-05-22 20:45:56.912442,0.4287,0.0307
4649,20,Male,61953.02,Urban,Native,Food,Website,3,2023-09-15 20:45:56.912442,0.1987,0.0577
4650,47,Male,21432.04,Rural,Native,Travel,Social Media,5,2024-01-17 20:45:56.912442,0.1364,0.0564
4651,23,Female,58308.68,Urban,Text,Food,Social Media,3,2024-01-04 20:45:56.912442,0.1387,0.0297
4652,49,Female,41090.67,Suburban,Banner,Finance,Social Media,2,2024-01-03 20:45:56.912442,0.1984,0.0452
4653,63,Male,57787.2,Urban,Native,Food,Website,6,2024-01-25 20:45:56.912442,0.2796,0.0111
4655,31,Female,52394.32,Rural,Banner,Travel,Social Media,3,2024-02-20 20:45:56.912442,0.0705,0.0397
4656,49,Male,48546.02,Urban,Text,Fashion,Social Media,5,2023-08-29 20:45:56.912442,0.2257,0.0829
4657,39,Male,48215.91,Rural,Banner,Food,Website,5,2024-03-26 20:45:56.912442,0.5517,0.0593
4658,39,Other,54857.91,Urban,Text,Travel,Search Engine,7,2024-02-06 20:45:56.912442,0.2786,0.0699
4659,48,Male,62575.73,Rural,Text,Fashion,Search Engine,12,2023-11-10 20:45:56.912442,0.2686,0.0618
4660,23,Male,32532.09,Suburban,Text,Fashion,Social Media,8,2023-11-12 20:45:56.912442,0.5251,0.0312
4662,24,Male,33995.82,Urban,Banner,Fashion,Website,3,2023-06-23 20:45:56.912442,0.2783,0.0621
4663,55,Male,22107.93,Urban,Text,Travel,Search Engine,7,2023-07-08 20:45:56.912442,0.175,0.0188
4664,23,Female,61980.86,Rural,Banner,Finance,Website,7,2023-09-27 20:45:56.912442,0.1941,0.0688
4666,52,Male,100989.56,Suburban,Banner,Travel,Search Engine,1,2024-02-08 20:45:56.912442,0.1235,0.0404
4667,27,Male,34818.53,Suburban,Video,Health,Search Engine,4,2023-05-29 20:45:56.912442,0.4347,0.0145
4668,28,Female,53881.35,Suburban,Banner,Food,Social Media,5,2024-03-22 20:45:56.912442,0.4439,0.0386
4670,42,Male,21687.06,Rural,Native,Finance,Search Engine,6,2024-02-16 20:45:56.912442,0.0377,0.0156
4671,43,Female,11062.12,Rural,Text,Travel,Website,8,2023-10-13 20:45:56.912442,0.1829,0.0438
4672,26,Male,56902.18,Rural,Native,Finance,Social Media,3,2024-02-29 20:45:56.912442,0.078,0.064
4675,43,Male,66517.55,Suburban,Banner,Travel,Social Media,3,2023-09-27 20:45:56.912442,0.1886,0.0313
4676,73,Male,38678.49,Urban,Native,Food,Website,7,2023-09-15 20:45:56.912442,0.2687,0.0162
4677,41,Male,89804.24,Rural,Text,Travel,Search Engine,6,2024-04-02 20:45:56.912442,0.169,0.0686
4678,44,Male,77603.26,Urban,Video,Travel,Website,4,2023-09-28 20:45:56.912442,0.309,0.0428
4679,37,Other,14331.59,Rural,Text,Fashion,Website,5,2024-01-30 20:45:56.912442,0.1339,0.0672
4680,40,Male,67282.64,Urban,Banner,Finance,Website,3,2023-10-24 20:45:56.912442,0.3428,0.0103
4681,31,Other,2194.07,Urban,Native,Technology,Social Media,6,2023-09-01 20:45:56.912442,0.0907,0.0277
4682,39,Female,62329.52,Suburban,Banner,Health,Website,3,2024-03-26 20:45:56.912442,0.1473,0.0799
4683,22,Male,28909.99,Rural,Banner,Health,Website,4,2023-06-11 20:45:56.912442,0.3241,0.0439
4685,36,Female,36435.05,Rural,Video,Technology,Social Media,3,2023-06-07 20:45:56.912442,0.1766,0.0366
4686,36,Female,61126.38,Rural,Video,Food,Social Media,6,2023-05-03 20:45:56.912442,0.0777,0.011
4688,26,Female,12216.88,Rural,Text,Health,Search Engine,8,2023-10-04 20:45:56.912442,0.2216,0.0491
4689,29,Female,50429.8,Suburban,Text,Finance,Search Engine,4,2023-05-11 20:45:56.912442,0.0459,0.0656
4690,45,Female,34351.4,Urban,Text,Travel,Website,4,2024-03-09 20:45:56.912442,0.0633,0.0728
4691,37,Male,45878.04,Rural,Video,Finance,Website,5,2024-03-17 20:45:56.912442,0.084,0.063
4692,32,Male,57526.93,Urban,Banner,Technology,Search Engine,6,2024-01-06 20:45:56.912442,0.2364,0.0385
4694,39,Female,58079.91,Suburban,Banner,Fashion,Search Engine,4,2024-03-25 20:45:56.912442,0.1109,0.02
4695,42,Male,63485.72,Suburban,Native,Technology,Social Media,5,2023-05-10 20:45:56.912442,0.1976,0.0437
4696,67,Male,37942.79,Suburban,Video,Food,Search Engine,3,2024-03-14 20:45:56.912442,0.2734,0.0114
4697,41,Male,75439.95,Rural,Video,Technology,Social Media,4,2023-12-27 20:45:56.912442,0.3807,0.0365
4698,48,Other,35218.43,Suburban,Native,Technology,Social Media,8,2024-04-02 20:45:56.912442,0.1528,0.0809
4699,49,Male,1550.9,Urban,Banner,Technology,Search Engine,2,2023-06-15 20:45:56.912442,0.2166,0.0796
4701,33,Other,96444.35,Urban,Video,Finance,Website,6,2023-08-30 20:45:56.912442,0.1341,0.0247
4702,32,Female,40789.98,Rural,Native,Finance,Search Engine,6,2023-12-07 20:45:56.912442,0.4215,0.043
4703,28,Male,112705.23,Rural,Native,Travel,Website,2,2023-11-21 20:45:56.912442,0.3659,0.0586
4704,47,Male,55588.61,Rural,Text,Health,Social Media,12,2023-08-08 20:45:56.912442,0.1367,0.0618
4705,59,Male,39013.43,Rural,Text,Health,Search Engine,8,2024-02-07 20:45:56.912442,0.1861,0.0585
4706,21,Female,71025.62,Rural,Native,Fashion,Social Media,5,2023-06-08 20:45:56.912442,0.1656,0.0191
4707,32,Male,52026.61,Urban,Video,Technology,Social Media,2,2023-07-29 20:45:56.912442,0.2222,0.0496
4708,41,Male,56055.69,Urban,Banner,Travel,Search Engine,2,2024-01-13 20:45:56.912442,0.0701,0.0756
4709,23,Female,64436.17,Rural,Native,Technology,Social Media,4,2024-01-30 20:45:56.912442,0.1387,0.048
4711,31,Other,62240.36,Suburban,Video,Fashion,Search Engine,8,2023-12-15 20:45:56.912442,0.0292,0.0214
4712,18,Female,3063.83,Urban,Video,Technology,Search Engine,8,2023-09-21 20:45:56.912442,0.099,0.068
4714,48,Female,33704.9,Urban,Banner,Technology,Social Media,4,2023-12-22 20:45:56.912442,0.4272,0.041
4715,59,Male,40816.03,Suburban,Banner,Food,Search Engine,7,2024-04-11 20:45:56.912442,0.4117,0.0206
4716,42,Female,76779.06,Urban,Banner,Technology,Search Engine,3,2023-08-22 20:45:56.912442,0.0957,0.0096
4717,41,Male,49833.73,Suburban,Video,Food,Search Engine,5,2024-04-16 20:45:56.912442,0.341,0.0047
4718,41,Other,51242.37,Suburban,Video,Fashion,Social Media,8,2023-12-30 20:45:56.912442,0.1555,0.0459
4719,33,Female,74797.85,Urban,Banner,Fashion,Social Media,10,2024-02-15 20:45:56.912442,0.2193,0.0543
4720,41,Male,26801.04,Urban,Native,Technology,Website,8,2024-04-09 20:45:56.912442,0.0731,0.0529
4721,33,Female,50402.12,Urban,Banner,Food,Search Engine,7,2023-08-27 20:45:56.912442,0.3003,0.0355
4722,23,Female,81886.35,Rural,Video,Food,Website,6,2023-10-29 20:45:56.912442,0.0405,0.0579
4723,54,Male,20092.87,Rural,Text,Health,Search Engine,5,2024-01-14 20:45:56.912442,0.1372,0.0743
4724,46,Male,51660.98,Rural,Banner,Food,Website,3,2023-05-10 20:45:56.912442,0.1554,0.047
4725,74,Male,54940.14,Urban,Native,Travel,Website,1,2024-03-26 20:45:56.912442,0.1864,0.0565
4726,22,Female,11758.85,Urban,Text,Finance,Search Engine,9,2023-05-24 20:45:56.912442,0.1208,0.0606
4728,55,Female,41545.98,Rural,Video,Travel,Website,7,2023-08-27 20:45:56.912442,0.0468,0.0452
4729,33,Female,66198.7,Urban,Video,Travel,Social Media,4,2023-05-25 20:45:56.912442,0.181,0.0503
4730,55,Male,51453.05,Urban,Video,Fashion,Website,6,2024-04-10 20:45:56.912442,0.0377,0.0657
4731,65,Female,67579.4,Urban,Native,Finance,Search Engine,8,2023-05-18 20:45:56.912442,0.1018,0.0678
4733,22,Female,36343.35,Suburban,Text,Food,Social Media,5,2023-10-18 20:45:56.912442,0.0938,0.0598
4735,32,Male,57883.11,Suburban,Native,Fashion,Social Media,4,2024-01-19 20:45:56.912442,0.2446,0.0495
4736,24,Male,36694.47,Rural,Video,Travel,Website,10,2024-02-16 20:45:56.912442,0.3507,0.0327
4738,36,Male,59972.61,Rural,Video,Fashion,Website,4,2023-09-06 20:45:56.912442,0.1077,0.0629
4739,54,Female,75546.61,Rural,Native,Finance,Social Media,10,2023-09-02 20:45:56.912442,0.114,0.0135
4740,20,Male,45446.36,Suburban,Banner,Finance,Website,6,2023-07-16 20:45:56.912442,0.0902,0.0453
4741,53,Male,15911.77,Rural,Native,Food,Search Engine,7,2023-07-03 20:45:56.912442,0.136,0.0436
4742,45,Female,30743.7,Suburban,Native,Food,Website,2,2023-05-29 20:45:56.912442,0.0697,0.037
4743,34,Female,97007.76,Urban,Video,Health,Social Media,8,2023-05-09 20:45:56.912442,0.1252,0.0554
4744,19,Female,31829.19,Urban,Text,Travel,Social Media,2,2024-01-13 20:45:56.912442,0.2556,0.0675
4745,27,Female,47260.53,Suburban,Native,Finance,Website,7,2023-06-05 20:45:56.912442,0.1075,0.0617
4746,66,Male,59999.72,Rural,Native,Technology,Search Engine,6,2024-02-09 20:45:56.912442,0.225,0.0833
4747,29,Male,977.06,Urban,Banner,Food,Website,4,2023-06-29 20:45:56.912442,0.1105,0.0655
4748,43,Female,46850.75,Urban,Text,Fashion,Search Engine,11,2024-02-27 20:45:56.912442,0.1574,0.0444
4749,30,Other,25734.05,Suburban,Text,Finance,Website,2,2024-01-17 20:45:56.912442,0.1522,0.0777
4750,18,Female,64109.21,Urban,Native,Food,Social Media,5,2023-09-30 20:45:56.912442,0.3947,0.0554
4751,45,Male,33515.6,Urban,Native,Finance,Website,5,2023-06-14 20:45:56.912442,0.0977,0.0647
4752,59,Female,68768.72,Suburban,Native,Travel,Social Media,2,2023-08-02 20:45:56.912442,0.1243,0.0436
4753,50,Other,50444.0,Rural,Video,Fashion,Search Engine,6,2023-08-18 20:45:56.912442,0.0882,0.0555
4754,59,Female,61694.36,Rural,Native,Travel,Social Media,6,2023-12-29 20:45:56.912442,0.0822,0.0442
4755,37,Female,85234.06,Suburban,Text,Fashion,Website,8,2024-01-13 20:45:56.912442,0.4138,0.0569
4756,34,Other,34877.27,Rural,Text,Health,Social Media,6,2023-11-14 20:45:56.912442,0.0174,0.0493
4757,42,Female,48061.32,Suburban,Text,Travel,Website,5,2023-08-03 20:45:56.912442,0.25,0.0779
4758,31,Female,91012.1,Suburban,Text,Food,Social Media,4,2024-01-05 20:45:56.912442,0.1682,0.0284
4759,27,Female,36956.19,Suburban,Text,Travel,Search Engine,6,2023-07-09 20:45:56.912442,0.1508,0.0496
4761,50,Female,32369.0,Urban,Video,Finance,Search Engine,10,2024-03-16 20:45:56.912442,0.4081,0.0377
4762,35,Female,45690.81,Suburban,Banner,Travel,Website,2,2023-11-04 20:45:56.912442,0.186,0.0726
4765,61,Male,67967.82,Suburban,Text,Technology,Website,6,2024-03-31 20:45:56.912442,0.1858,0.0463
4766,51,Female,18096.32,Urban,Text,Finance,Social Media,5,2024-02-21 20:45:56.912442,0.1931,0.0531
4767,40,Male,15212.78,Suburban,Banner,Fashion,Social Media,3,2023-10-31 20:45:56.912442,0.3491,0.0435
4769,31,Female,54937.53,Suburban,Text,Fashion,Search Engine,8,2024-02-11 20:45:56.912442,0.1332,0.0379
4770,19,Female,36246.06,Rural,Native,Travel,Website,3,2023-10-05 20:45:56.912442,0.1411,0.0166
4771,29,Other,32599.63,Urban,Text,Finance,Website,5,2023-08-24 20:45:56.912442,0.3815,0.0479
4772,31,Female,42612.49,Suburban,Banner,Food,Social Media,5,2024-02-20 20:45:56.912442,0.2897,0.0567
4773,24,Male,29402.14,Rural,Native,Technology,Search Engine,2,2023-11-24 20:45:56.912442,0.2891,0.0374
4775,46,Female,40450.0,Rural,Video,Technology,Search Engine,4,2023-05-22 20:45:56.912442,0.1504,0.0713
4776,38,Male,33715.92,Urban,Video,Fashion,Social Media,4,2023-06-12 20:45:56.912442,0.3017,0.062
4777,43,Female,79788.1,Urban,Video,Travel,Search Engine,4,2023-12-25 20:45:56.912442,0.1151,0.0394
4778,52,Other,63696.31,Suburban,Native,Health,Search Engine,0,2023-11-24 20:45:56.912442,0.0778,0.0363
4779,51,Male,36634.72,Urban,Banner,Health,Social Media,7,2024-03-12 20:45:56.912442,0.327,0.0773
4780,59,Male,60312.9,Urban,Banner,Food,Search Engine,4,2024-03-14 20:45:56.912442,0.0542,0.0838
4781,48,Male,48327.52,Rural,Banner,Food,Social Media,4,2023-06-01 20:45:56.912442,0.1482,0.0569
4782,41,Male,46808.34,Rural,Banner,Technology,Website,1,2023-12-04 20:45:56.912442,0.0956,0.054
4783,28,Female,31431.46,Rural,Native,Fashion,Search Engine,3,2024-02-08 20:45:56.912442,0.0684,0.0486
4785,43,Male,39200.72,Suburban,Text,Food,Website,3,2023-11-03 20:45:56.912442,0.0797,0.0
4786,30,Female,70346.68,Rural,Native,Health,Website,5,2023-12-24 20:45:56.912442,0.1056,0.0838
4787,64,Female,55246.07,Suburban,Video,Finance,Search Engine,5,2023-06-08 20:45:56.912442,0.3164,0.0387
4788,27,Male,41252.49,Urban,Text,Fashion,Search Engine,8,2024-02-24 20:45:56.912442,0.4165,0.0589
4789,39,Male,75944.31,Urban,Banner,Fashion,Social Media,5,2023-08-04 20:45:56.912442,0.6049,0.0328
4790,39,Male,69498.39,Suburban,Video,Travel,Search Engine,14,2023-12-31 20:45:56.912442,0.47,0.0384
4792,23,Other,62892.4,Urban,Text,Health,Website,7,2024-01-22 20:45:56.912442,0.1203,0.0419
4794,39,Male,72169.85,Rural,Video,Health,Search Engine,6,2023-09-16 20:45:56.912442,0.1982,0.0543
4795,37,Female,47697.8,Urban,Text,Technology,Social Media,2,2023-12-19 20:45:56.912442,0.4484,0.0483
4796,46,Male,48058.7,Suburban,Banner,Technology,Social Media,5,2023-11-29 20:45:56.912442,0.0692,0.0977
4797,24,Female,16191.07,Suburban,Text,Health,Search Engine,6,2023-06-10 20:45:56.912442,0.0805,0.0393
4798,19,Male,76450.45,Rural,Native,Fashion,Social Media,3,2023-11-12 20:45:56.912442,0.3964,0.0635
4799,30,Female,34507.09,Rural,Video,Food,Website,5,2023-11-21 20:45:56.912442,0.0619,0.0637
4800,41,Female,5575.97,Suburban,Native,Health,Search Engine,3,2024-04-14 20:45:56.912442,0.1993,0.0434
4801,18,Male,72722.03,Urban,Video,Fashion,Social Media,3,2024-01-29 20:45:56.912442,0.2927,0.0693
4802,40,Other,23306.64,Rural,Native,Technology,Website,3,2023-08-05 20:45:56.912442,0.2568,0.0518
4803,42,Male,59515.2,Suburban,Banner,Finance,Website,8,2023-09-04 20:45:56.912442,0.0799,0.0446
4804,47,Female,30645.97,Suburban,Video,Health,Social Media,8,2023-11-05 20:45:56.912442,0.1139,0.0571
4805,29,Female,40738.75,Suburban,Banner,Health,Website,7,2023-11-21 20:45:56.912442,0.2111,0.0626
4806,36,Male,51390.38,Rural,Text,Finance,Website,6,2023-11-06 20:45:56.912442,0.2054,0.0634
4807,53,Male,76778.77,Urban,Video,Finance,Social Media,9,2024-03-29 20:45:56.912442,0.1153,0.0607
4808,24,Female,47233.26,Urban,Video,Food,Social Media,7,2024-04-06 20:45:56.912442,0.2389,0.0764
4809,34,Other,23361.24,Suburban,Text,Food,Search Engine,6,2023-12-18 20:45:56.912442,0.2638,0.0287
4810,65,Male,62810.18,Suburban,Native,Fashion,Website,11,2024-04-09 20:45:56.912442,0.225,0.0658
4811,39,Female,74680.58,Rural,Native,Food,Social Media,4,2024-01-09 20:45:56.912442,0.1537,0.0561
4812,49,Male,36261.69,Suburban,Text,Fashion,Social Media,4,2023-08-14 20:45:56.912442,0.3504,0.0712
4813,39,Female,40483.74,Suburban,Native,Finance,Website,6,2023-04-23 20:45:56.912442,0.1,0.0513
4814,50,Male,11057.53,Urban,Native,Fashion,Website,4,2024-01-19 20:45:56.912442,0.181,0.0994
4815,42,Other,24226.76,Rural,Text,Fashion,Social Media,2,2023-10-16 20:45:56.912442,0.2968,0.0578
4816,31,Male,74168.39,Rural,Video,Travel,Social Media,2,2024-03-19 20:45:56.912442,0.3965,0.051
4817,31,Male,39378.82,Urban,Banner,Health,Social Media,6,2023-05-28 20:45:56.912442,0.2164,0.0117
